,gene_symbol
16380,HECW1
16381,PDLIM5
16382,ATG3
16383,SETBP1
16384,SERPINB4
16385,ARNTL
16386,SSMEM1
16387,GNL2
16388,OXNAD1
16389,KRTAP13-2
16390,ZNF768
16391,FOXG1
16392,C2orf72
16393,ZNF518A
16394,ICA1
16395,GFRA4
16396,CLCNKA
16397,TRBV7-9
16398,UBE2T
16399,ACAP3
16400,CCL4L2
16401,PET117
16402,LYRM4
16403,OR2M2
16404,PCDHB14
16405,RP11-402G3.5
16406,USP8
16407,PKD2L2
16408,ASAH2B
16409,ASAP3
16410,SLC10A7
16411,KRT77
16412,TAF12
16413,CEP290
16414,MIR631
16415,GNG10
16416,AC007325.1
16417,NDUFA11
16418,FBXO22
16419,MAP3K19
16420,PKNOX1
16421,EEA1
16422,ZNF142
16423,IGHD4-4
16424,ACADVL
16425,WDFY4
16426,ITGA5
16427,HRC
16428,PAF1
16429,CTSO
16430,S1PR2
16431,AGRP
16432,YPEL1
16433,STH
16434,REV3L
16435,PPP2CB
16436,FAM47E
16437,RGMB
16438,CASC10
16439,FITM1
16440,RP11-231I13.2
16441,C3orf62
16442,RNF113B
16443,JRK
16444,SLC37A3
16445,PRKCE
16446,SRP14
16447,ABCB6
16448,LRGUK
16449,DNMT3L
16450,TRBV7-8
16451,SPG20
16452,CFAP73
16453,CNDP2
16454,PPME1
16455,SPANXN5
16456,CYP1A1
16457,IL1RAP
16458,FAM24B
16459,PIEZO1
16460,ADGRG5
16461,LRRC37A2
16462,ZNF273
16463,IP6K3
16464,TAL1
16465,CSH1
16466,MAPK9
16467,POLR2H
16468,USP17L4
16469,ZNF684
16470,SDR39U1
16471,NBPF20
16472,TRAJ44
16473,PRMT2
16474,CNIH2
16475,YLPM1
16476,NXT2
16477,RIDA
16478,NTNG2
16479,C14orf80
16480,RSG1
16481,EPHB2
16482,KCNN3
16483,MIR4723
16484,RPRD1B
16485,PPA2
16486,SSBP2
16487,SCNM1
16488,PSMD3
16489,LILRB5
16490,ZNF521
16491,ADNP
16492,CNGA2
16493,LIPC
16494,ATP13A5
16495,PASD1
16496,ARRB1
16497,FERMT1
16498,VBP1
16499,DDX5
16500,HDAC8
16501,DOCK8
16502,CLASP1
16503,RP11-1236K1.1
16504,DRG1
16505,OVOS2
16506,OR5C1
16507,ENAH
16508,ZNF782
16509,YWHAH
16510,LRRC8E
16511,SNX27
16512,EEPD1
16513,MKRN2
16514,TRDD2
16515,TIAM2
16516,CREBZF
16517,PRB1
16518,RP11-400F1.1
16519,HS6ST3
16520,IFIT5
16521,TDP1
16522,TUBB4A
16523,EPG5
16524,ZFP57
16525,AK7
16526,FZD1
16527,RAB4B-EGLN2
16528,TRGV1
16529,TMEM59
16530,PSRC1
16531,ZNF528
16532,AGTR1
16533,TRGC2
16534,RP11-134F2.8
16535,ZMYND10
16536,GTF3C1
16537,PRELID2
16538,UPK1B
16539,GPR89B
16540,RP11-515E23.1
16541,ZBP1
16542,NETO2
16543,ZNF615
16544,TBC1D10C
16545,KLHL40
16546,ATP1A4
16547,TSR3
16548,NOXRED1
16549,IGLON5
16550,ANKLE1
16551,RAD51AP1
16552,KRTAP5-11
16553,ITM2A
16554,CHMP4B
16555,AGK
16556,COPS2
16557,OLAH
16558,UBE2W
16559,SKIV2L
16560,NR4A2
16561,TUBGCP5
16562,IL20RB
16563,MATN2
16564,ANGPTL7
16565,C4orf48
16566,LPCAT4
16567,MRTO4
16568,KCTD11
16569,HTRA3
16570,C12orf57
16571,RNF215
16572,EPS8
16573,HLA-G
16574,TMEM132D
16575,ATOX1
16576,USP17L24
16577,OR10H4
16578,DYNLT1
16579,EFCAB14
16580,CALML3
16581,TRBV17
16582,TEX10
16583,ARNT2
16584,MT-ATP8
16585,SSPN
16586,CRB3
16587,KDM5D
16588,CXXC5
16589,SEMA4A
16590,IGHV3OR15-7
16591,MYCBP2
16592,MAIP1
16593,TNFRSF11B
16594,HINT1
16595,OR52E2
16596,EXOC8
16597,IPO11
16598,SLITRK4
16599,CLEC3A
16600,COQ10B
16601,MTCH1
16602,ACMSD
16603,RP13-210D15.4
16604,URB1
16605,BRAF
16606,RFX8
16607,LIMS4
16608,CYP1B1
16609,POLM
16610,S1PR3
16611,ELMOD1
16612,KDM6A
16613,STS
16614,LRRN3
16615,FGL1
16616,OR8K1
16617,ZNF292
16618,NCAPD2
16619,PHYKPL
16620,PAFAH1B1
16621,RADIL
16622,MARCH9
16623,SNUPN
16624,OR2M3
16625,PROSER3
16626,ITM2C
16627,CRYBB2
16628,TRPT1
16629,CEP170
16630,ZNF805
16631,CA6
16632,CNTNAP5
16633,SERF1A
16634,SNTN
16635,OR3A2
16636,OXA1L
16637,CNOT6
16638,PLAU
16639,CRHBP
16640,ABAT
16641,SETX
16642,PACSIN1
16643,OR14C36
16644,SPOCD1
16645,MIR3618
16646,SART1
16647,SLCO4C1
16648,KRTAP5-10
16649,C8orf37
16650,CAND1
16651,TMEM55A
16652,LRRC63
16653,TAF1L
16654,ZNF555
16655,KIAA0319
16656,MAP6D1
16657,UCN
16658,CBLB
16659,UBQLN1
16660,ZNF546
16661,MXD4
16662,TMEM43
16663,CHST8
16664,CRELD2
16665,MUC5B
16666,PEAK1
16667,CTSB
16668,CTLA4
16669,RP11-51L5.7
16670,RAB3IL1
16671,SEPT14
16672,HERPUD1
16673,PQLC1
16674,PGD
16675,ANKRD53
16676,CCDC70
16677,MAGEE1
16678,EXO5
16679,HDHD3
16680,ECH1
16681,RSPO3
16682,KBTBD6
16683,GGCT
16684,PCDHGA11
16685,HIGD1C
16686,NGDN
16687,NR0B2
16688,SMIM22
16689,PLCG2
16690,FCER1G
16691,RP11-345J4.5
16692,NXPH1
16693,GJB5
16694,SERPINB2
16695,TCN1
16696,CLEC2A
16697,SLC35G5
16698,CXorf21
16699,C9orf50
16700,ODF2L
16701,GLTSCR1
16702,SDHAF4
16703,STX7
16704,SYNPO2L
16705,RBBP8
16706,RND3
16707,RHOBTB2
16708,RDH8
16709,CHCHD4
16710,TBX1
16711,TIMP1
16712,BCL2L14
16713,IFITM10
16714,FMO4
16715,AADAC
16716,GGT1
16717,CTC-260F20.3
16718,SCNN1D
16719,C16orf70
16720,NOTCH2NL
16721,TBL3
16722,BOK
16723,TMEM131
16724,GSTCD
16725,NATD1
16726,LY6G6E
16727,SCN1B
16728,PDCL2
16729,GCAT
16730,TTC6
16731,RAB11FIP1
16732,PCSK1
16733,RASSF9
16734,PRR35
16735,ADCK5
16736,MYO1G
16737,FAM187A
16738,TTC21B
16739,AHR
16740,ANXA10
16741,RGAG4
16742,NFYC
16743,SLC25A22
16744,RBAK
16745,LST1
16746,XPO7
16747,AHCYL1
16748,CLGN
16749,TMEM185A
16750,PIK3R5
16751,URGCP-MRPS24
16752,SELENOH
16753,ITPR1
16754,TTC23
16755,HOXC8
16756,ENPP3
16757,BMI1
16758,B4GALT6
16759,TBC1D8
16760,ZNF730
16761,CHP1
16762,OPN4
16763,CNOT6L
16764,CEP350
16765,IFI6
16766,SRSF7
16767,NOL8
16768,ZMIZ1
16769,SLC12A2
16770,ZNF486
16771,ITFG1
16772,U2AF2
16773,NME1-NME2
16774,ANKRD44
16775,COL28A1
16776,CTD-3148I10.9
16777,RFC4
16778,EML1
16779,BNC1
16780,DSCAM
16781,HEMK1
16782,TDP2
16783,FOXN1
16784,TMEM125
16785,RELL1
16786,ERMN
16787,TCP10L2
16788,HGD
16789,SRPK2
16790,GPKOW
16791,IFNA4
16792,VN1R4
16793,POLR3F
16794,ECSIT
16795,RAB29
16796,AK6
16797,ZNF385D
16798,WFIKKN1
16799,GNGT2
16800,TIMM29
16801,OR10H5
16802,AFAP1
16803,PLA2G4A
16804,SAR1A
16805,KRT31
16806,PTS
16807,INSIG2
16808,ALKBH5
16809,ZNF692
16810,TMEM171
16811,SLC15A3
16812,TTC30B
16813,C19orf81
16814,GALK1
16815,ANKRD34C
16816,NPR3
16817,NFKBIE
16818,PFDN2
16819,PDZD8
16820,CCL21
16821,RBM43
16822,LHFPL4
16823,HEBP1
16824,LRRTM2
16825,RECQL
16826,PLCB2
16827,IL2
16828,SFR1
16829,CABP2
16830,PCDHAC1
16831,DHRSX
16832,PDE3B
16833,PRR14L
16834,EIF4G1
16835,SH3D19
16836,GABARAP
16837,PCDHGC5
16838,IRAK1
16839,OPA3
16840,HIST1H2BL
16841,KAT6B
16842,TMEM41B
16843,TEX13D
16844,CD300A
16845,TMEM176A
16846,RNF130
16847,SLC25A4
16848,AGXT2
16849,TRPA1
16850,RAN
16851,CTC-273B12.7
16852,SERP1
16853,PENK
16854,MIB1
16855,HCCS
16856,NBPF10
16857,OR4Q3
16858,TRBV5-3
16859,OLIG1
16860,SGTA
16861,DQX1
16862,CGREF1
16863,MIR1306
16864,KCNT1
16865,ERN1
16866,RGS10
16867,BHMG1
16868,FAM228A
16869,ABCG4
16870,OR8J2
16871,ITGB1BP2
16872,SLC12A4
16873,LRP11
16874,PEA15
16875,TRIP12
16876,EFCAB7
16877,PITHD1
16878,ROR1
16879,KDM5B
16880,HELZ
16881,MDN1
16882,TJP3
16883,NHLRC4
16884,CFAP100
16885,CKM
16886,OXT
16887,GPN1
16888,CHD5
16889,C2orf82
16890,SLITRK6
16891,CS
16892,CYSRT1
16893,KIR2DL5B
16894,ZIK1
16895,GZF1
16896,ZNF667
16897,OR6K6
16898,MYH3
16899,AKR1B10
16900,KIAA1841
16901,TYK2
16902,SMG8
16903,TRAV36DV7
16904,ENTHD1
16905,CHMP6
16906,ADAM8
16907,TUBA1C
16908,GTPBP3
16909,IL4R
16910,ZNF576
16911,HNRNPUL2-BSCL2
16912,CHAF1B
16913,TOP2A
16914,BRS3
16915,KRTAP6-2
16916,KLF11
16917,ANXA7
16918,FUOM
16919,UGT2A3
16920,BHMT2
16921,RAB11FIP2
16922,C15orf57
16923,C4orf22
16924,ULK4
16925,PPP1R21
16926,ALS2
16927,ZIC3
16928,PIGX
16929,MAGEC3
16930,SUGCT
16931,TRAJ5
16932,EPPK1
16933,RP11-849H4.2
16934,CST9
16935,IDNK
16936,RFTN1
16937,CGA
16938,CKS1B
16939,PLEKHS1
16940,FBXO32
16941,TRPM2
16942,CEP152
16943,APOE
16944,IQCC
16945,GRIK3
16946,HEY2
16947,SLC26A2
16948,LRCH4
16949,ZDHHC12
16950,PTP4A2
16951,HDAC1
16952,CTB-60B18.23
16953,CDHR3
16954,CHRAC1
16955,PROK1
16956,CALB2
16957,PERM1
16958,LEUTX
16959,RP11-574K11.31
16960,USP31
16961,SLC24A5
16962,CBR4
16963,FKBP2
16964,MRPS21
16965,C8orf74
16966,ARHGDIA
16967,ATL3
16968,PERP
16969,CCDC88B
16970,CNIH4
16971,DSG4
16972,CDV3
16973,ELAVL3
16974,MAGEC2
16975,UBQLN4
16976,TMEM150B
16977,PTPN3
16978,TMEM249
16979,ORM1
16980,SMARCB1
16981,CNGA1
16982,KANK4
16983,IGF1R
16984,LCT
16985,C6orf106
16986,PMFBP1
16987,FGF18
16988,DPEP3
16989,GNAT2
16990,TAF4
16991,ZNF283
16992,GPR158
16993,VTCN1
16994,CACNA1B
16995,CCNO
16996,YTHDF2
16997,MSL1
16998,PARP16
16999,MEP1B
17000,ZNF146
17001,USP29
17002,FAM129B
17003,BBS2
17004,MCM10
17005,PCDHGB7
17006,NR1D2
17007,DPH2
17008,RTN4
17009,TROAP
17010,NNMT
17011,NUTM2D
17012,PRY
17013,TNFRSF9
17014,RP11-723O4.6
17015,GKAP1
17016,MUT
17017,GGT6
17018,CDH20
17019,AKR1C3
17020,USP13
17021,SH3GLB2
17022,SHCBP1L
17023,FAS
17024,SPDYE1
17025,AL928654.7
17026,TPPP3
17027,TAS2R3
17028,OR13C8
17029,ASS1
17030,KPNA5
17031,DNM2
17032,TMCO6
17033,CLDND1
17034,NUP188
17035,FAM86B2
17036,AFDN
17037,ILVBL
17038,HLA-DRB5
17039,TMEM132C
17040,ANO1
17041,GPR182
17042,RFX2
17043,VTI1A
17044,NLRC3
17045,C18orf8
17046,TOX2
17047,SYT16
17048,MAGEB5
17049,INVS
17050,OGFOD1
17051,HIST2H2BE
17052,HCN2
17053,SCD5
17054,LRRC3B
17055,WDR27
17056,HPN
17057,MAST1
17058,SAGE1
17059,HNRNPUL1
17060,ZNF316
17061,RP11-479O17.12
17062,DICER1
17063,FIGNL1
17064,CLPS
17065,SCO1
17066,NUDT6
17067,ACPT
17068,SLC29A4
17069,ZFP30
17070,FUT11
17071,HS3ST1
17072,LSM14B
17073,B4GALNT4
17074,FASLG
17075,FBXW11
17076,KRT83
17077,LLfos-48D6.2
17078,RMI2
17079,FIGN
17080,MRPL18
17081,TRIT1
17082,CCNJL
17083,MIR8072
17084,TMEM170B
17085,MUL1
17086,KDELR3
17087,ZNF451
17088,GPR27
17089,RP11-111K18.1
17090,GPR142
17091,PODXL2
17092,RPL35A
17093,FNDC4
17094,RPL36A-HNRNPH2
17095,C14orf178
17096,DNAJC14
17097,IGLJ4
17098,HEMGN
17099,HIST1H3I
17100,ZBTB26
17101,IFT57
17102,CCDC97
17103,USP47
17104,CARD16
17105,C6orf205
17106,TRAV6
17107,VWA5A
17108,HIST1H4D
17109,LINC00890
17110,CROCC
17111,RRP1
17112,DPP7
17113,MANBA
17114,ZNF76
17115,ZC3H10
17116,SPATA6L
17117,MUC16
17118,ELOC
17119,MAP1LC3B2
17120,ATRNL1
17121,FAM72A
17122,PRAMEF25
17123,RNF180
17124,DCANP1
17125,HOXB13
17126,PDP2
17127,GPHB5
17128,STIM1
17129,BRWD1
17130,METTL18
17131,GDF9
17132,MAML3
17133,DOPEY2
17134,RP11-697E2.6
17135,MTRNR2L4
17136,SMC1A
17137,SHROOM4
17138,ZBTB17
17139,UNC50
17140,ENOPH1
17141,URGCP
17142,RGS8
17143,H2AFB3
17144,DNAH12
17145,SHPRH
17146,CTC-326K19.6
17147,SPC25
17148,ATAD3A
17149,TMEM155
17150,MYOT
17151,GPT2
17152,YIPF2
17153,TUBA1A
17154,CNP
17155,ZNF492
17156,ADAM30
17157,PGM2
17158,TARDBP
17159,POU5F1
17160,BRCA1
17161,SLC51A
17162,SFTPD
17163,ERMARD
17164,PGPEP1
17165,EVX1
17166,CFHR4
17167,CNTLN
17168,ASIC4
17169,CNGA3
17170,CLK4
17171,FAM133B
17172,OR12D1
17173,DPCR1
17174,PRORY
17175,DDX52
17176,C7orf33
17177,CARD10
17178,CCDC61
17179,LYRM7
17180,AL513523.2
17181,KRTDAP
17182,OR4D10
17183,TIMM8B
17184,ZNF763
17185,SHQ1
17186,NSUN4
17187,GNG2
17188,KPNA4
17189,SASS6
17190,LDLRAP1
17191,PTCD3
17192,FAM175A
17193,HSD11B1
17194,COASY
17195,CSRNP2
17196,LY6G5C
17197,SNAPC2
17198,TUBA3FP
17199,APMAP
17200,DDX10
17201,OTP
17202,PRDM8
17203,SH3RF3
17204,OR10G3
17205,UTP15
17206,HIVEP1
17207,OR6X1
17208,CCNT2
17209,NFE2L2
17210,PHLDB3
17211,MIR6755
17212,NDUFAF6
17213,SMYD2
17214,C22orf31
17215,HNRNPCL2
17216,GPRC5D
17217,RP11-407P15.2
17218,SNAPC4
17219,GPSM1
17220,FSD1
17221,UBA5
17222,FRK
17223,SMOX
17224,AC142525.1
17225,MAPK10
17226,UNK
17227,DADB-110M10.7
17228,RP11-80H18.3
17229,RNF208
17230,SYCE1
17231,C7orf26
17232,PAX6
17233,OR6P1
17234,RANGAP1
17235,CR1
17236,CCDC102A
17237,CFAP54
17238,CA14
17239,PLEK
17240,PAH
17241,C11orf87
17242,FAM166A
17243,DDI2
17244,RLBP1
17245,KCNK5
17246,ABCD3
17247,ANGPTL6
17248,CDK11B
17249,MAGEB4
17250,MZB1
17251,ZNF221
17252,KRTAP5-3
17253,SMIM9
17254,PRKCG
17255,SMCO2
17256,OR9A4
17257,MOXD1
17258,NBN
17259,NR5A2
17260,CCDC89
17261,FAM159A
17262,FZD10
17263,MSRB2
17264,TMEM225
17265,NRBF2
17266,PMS1
17267,CXCL14
17268,KRTAP29-1
17269,ATP5G3
17270,SURF1
17271,RLN1
17272,NAP1L3
17273,DACT1
17274,EVPLL
17275,RPS6KA6
17276,RASL10B
17277,MIR7705
17278,CBLN3
17279,PALM2
17280,ZNF225
17281,FHDC1
17282,TSPY2
17283,LINGO3
17284,RP11-108K14.8
17285,CH17-60O17.5
17286,INTS4
17287,LTA4H
17288,OSTF1
17289,RP11-1212A22.4
17290,SLCO1C1
17291,SLC8B1
17292,SECISBP2
17293,KLLN
17294,RAB35
17295,PTK2B
17296,HYLS1
17297,DCAF8L2
17298,NAMPT
17299,CCNG1
17300,DDX3X
17301,PTX4
17302,MBD4
17303,CYP21A2
17304,ITGA2B
17305,MAGEE2
17306,GJD3
17307,LIMA1
17308,BCKDHB
17309,MYH8
17310,GSDMA
17311,TLR10
17312,GTPBP4
17313,PRDM13
17314,MIDN
17315,OR52Z1
17316,TLCD1
17317,CCKAR
17318,PRSS16
17319,CACNB1
17320,CYLD
17321,TTLL2
17322,KIAA1161
17323,ACTR10
17324,RENBP
17325,TNIP2
17326,HCAR3
17327,AAAS
17328,SLX1A
17329,PTH1R
17330,TSPAN31
17331,PSORS1C1
17332,NAALAD2
17333,MTTP
17334,MZF1
17335,PTF1A
17336,KRTAP13-4
17337,PRKG1
17338,MRPS6
17339,OR51G1
17340,ACTG1
17341,C6orf163
17342,DBT
17343,QARS
17344,HIBADH
17345,PDRG1
17346,SMN1
17347,SAMD5
17348,UBE4B
17349,MBP
17350,TEAD3
17351,ALDH7A1
17352,PATZ1
17353,HLA-DRA
17354,DAGLB
17355,ERICH6
17356,CENPW
17357,FAM117A
17358,TOPORS-AS1
17359,ZNF777
17360,TCTEX1D2
17361,FBXO15
17362,UNC13A
17363,PKIA
17364,MIR6073
17365,CA12
17366,CBWD5
17367,TRIP6
17368,ZNF510
17369,SLC25A2
17370,LCE1C
17371,RP11-569D9.5
17372,NRN1
17373,MUC2
17374,CFAP221
17375,AC011295.1
17376,MYT1
17377,CYP4Z1
17378,OTUB2
17379,OSGEP
17380,ZNF217
17381,KCNA2
17382,DHX35
17383,LGI1
17384,SAP130
17385,CORO1C
17386,DOK4
17387,ZADH2
17388,LRRC14B
17389,ERC2
17390,PCP2
17391,PROP1
17392,MTMR7
17393,NUDT14
17394,TMEM154
17395,ISL2
17396,DNAAF1
17397,MS4A12
17398,ATP9A
17399,LAMB3
17400,LEPR
17401,EPC2
17402,TMEM81
17403,POGZ
17404,ATP2B4
17405,MFSD6
17406,P2RY12
17407,EOGT
17408,EEF2K
17409,CELF6
17410,SYNPO
17411,PRR23D1
17412,NUDT10
17413,KCNC4
17414,TMX2
17415,RP11-397G17.1
17416,DYRK1B
17417,B3GNT8
17418,RP11-119J18.1
17419,GCH1
17420,KCNH8
17421,ENTPD6
17422,TRAJ54
17423,HRH1
17424,STX1B
17425,SLC25A21
17426,LRRC59
17427,SGK1
17428,BLID
17429,LSMEM1
17430,TMPPE
17431,KIAA1429
17432,FOCAD
17433,TAF1C
17434,GHITM
17435,LILRA5
17436,CACNA1F
17437,SENP1
17438,MASTL
17439,CSDC2
17440,RPL22L1
17441,MIR939
17442,ABHD11
17443,SPOCK1
17444,KRT6B
17445,CALD1
17446,C14orf37
17447,ADAM33
17448,EMX2
17449,ARRDC4
17450,AASS
17451,OR5H8
17452,CLEC9A
17453,GRIN3B
17454,QTRT1
17455,NYNRIN
17456,GRAMD1A
17457,KBTBD13
17458,MCEE
17459,KLF10
17460,L2HGDH
17461,ATP8B3
17462,MTRNR2L6
17463,TRBV5-6
17464,COX5A
17465,CBLL1
17466,FSD2
17467,AMBN
17468,NUDT3
17469,CCDC157
17470,RNF5
17471,MRPS11
17472,FAM43A
17473,ZNF557
17474,AC009133.23
17475,MAP1LC3A
17476,PHTF2
17477,IGKV1-8
17478,HPGDS
17479,PTCHD4
17480,RRNAD1
17481,IGKV1-16
17482,AC007040.11
17483,RASA1
17484,DAND5
17485,EYA4
17486,PIGA
17487,CELA2B
17488,MADD
17489,EPB41L4B
17490,NDUFA4
17491,TBC1D3D
17492,ETFB
17493,DLGAP1
17494,BLNK
17495,CA11
17496,AMY1A
17497,TMEM268
17498,PCDH15
17499,ZNF566
17500,SPAG17
17501,TMPRSS13
17502,ALDH16A1
17503,SIRPB2
17504,SOD2
17505,QPCTL
17506,MARCKSL1
17507,CSRP3
17508,PALB2
17509,ADAM15
17510,MED30
17511,KCNS3
17512,CCR3
17513,ZP3
17514,OR11L1
17515,TRBV24-1
17516,DYNAP
17517,ORAI2
17518,SPO11
17519,TMED8
17520,PLLP
17521,RP1-130H16.18
17522,IL21R
17523,BPIFA2
17524,CH17-118O6.6
17525,MAML2
17526,ARHGEF39
17527,MAGEA1
17528,ALOX15
17529,KRTAP4-7
17530,STARD10
17531,CTDSPL
17532,CASP7
17533,NSDHL
17534,SCGB1D4
17535,HTR1E
17536,PLXNA4
17537,TBX21
17538,MGMT
17539,LAMP1
17540,PAN2
17541,AGAP9
17542,ECHDC1
17543,B3GLCT
17544,COIL
17545,ARF6
17546,CSF2RA
17547,LINS1
17548,MOGAT1
17549,PTP4A3
17550,SPATA18
17551,HNRNPA1
17552,HAL
17553,C3orf20
17554,SIL1
17555,ST5
17556,DHDH
17557,C9orf85
17558,SERPINA3
17559,ATF6B
17560,TRAJ30
17561,PRELID3A
17562,ZNF799
17563,CTC-295J13.3
17564,RPS7
17565,DEGS2
17566,DMRT3
17567,NKX6-2
17568,APTX
17569,HCFC2
17570,NKX1-1
17571,EPB42
17572,DMRTC1B
17573,XRCC1
17574,OR52M1
17575,ADGRF1
17576,CDK12
17577,DOK6
17578,CXCL16
17579,ZNF519
17580,ZC3H18
17581,SDF2L1
17582,PRR9
17583,CSRNP3
17584,CMC4
17585,G6PC
17586,CTC-441N14.4
17587,FAM78B
17588,AGPAT2
17589,THUMPD2
17590,ST14
17591,FAM96B
17592,SLC2A6
17593,IGHV4-34
17594,SMCHD1
17595,DLGAP3
17596,CRISP2
17597,SDC4
17598,ITGA7
17599,PRDX5
17600,KRT17
17601,CCDC7
17602,ADCY8
17603,YWHAE
17604,HINT2
17605,PDIA2
17606,RP1-20N18.10
17607,IGLV2-18
17608,SLC38A3
17609,ZNF180
17610,FAM213A
17611,DUSP19
17612,MPP3
17613,DTX2
17614,ST3GAL3
17615,MIR1248
17616,CEP112
17617,TMEM45B
17618,ABLIM2
17619,CALHM3
17620,GINS2
17621,TMEM39A
17622,YARS2
17623,SHB
17624,TRMT112
17625,LIMS1
17626,IGKV3-11
17627,KRTAP19-7
17628,G6PC2
17629,ATXN7L2
17630,MIR4741
17631,GAB4
17632,MSMB
17633,MRPS36
17634,TBC1D28
17635,ZNF207
17636,ZNF333
17637,TMEM52
17638,IL17REL
17639,FDFT1
17640,LRRC74A
17641,ESF1
17642,KYNU
17643,R3HCC1L
17644,MAGEA2
17645,STAG3
17646,GU182357.6
17647,SPATS2
17648,ARHGAP35
17649,TTBK1
17650,ELP3
17651,C6orf62
17652,ZBTB8A
17653,CLYBL
17654,FBXW10
17655,CD3D
17656,OR7C1
17657,FAM218A
17658,SMIM2
17659,FUBP3
17660,CACNB3
17661,ISLR2
17662,EEF1AKMT1
17663,WNT10B
17664,AOC1
17665,CCR2
17666,RPS9
17667,RP1
17668,SSTR2
17669,NELL1
17670,FAM134A
17671,F2RL1
17672,FOXL1
17673,TSC22D3
17674,AC104534.3
17675,PITPNA
17676,GC
17677,MINDY2
17678,AKT3
17679,CTR9
17680,ARMS2
17681,PTRH1
17682,PSMA4
17683,ABT1
17684,COMMD10
17685,C3orf58
17686,CHST2
17687,MSANTD2
17688,RB1
17689,TSNAXIP1
17690,FER1L6
17691,DYNC1LI1
17692,PCMTD1
17693,XPR1
17694,CPOX
17695,LY6G6C
17696,DPY19L2
17697,APOL1
17698,USP46
17699,RP13-198D9.4
17700,MBLAC2
17701,CCDC178
17702,DAB2
17703,C6orf201
17704,LRRC38
17705,RIPK3
17706,HOXA1
17707,EDC4
17708,AKIRIN2
17709,VEPH1
17710,GNRHR
17711,ERCC6L2
17712,PRB4
17713,SLC15A2
17714,MIR6843
17715,DEPTOR
17716,LIN7C
17717,POLK
17718,NUDT11
17719,NAV1
17720,SERF2
17721,ATP2C1
17722,TMSB4Y
17723,ACADL
17724,SRPK3
17725,RP1-302G2.5
17726,CHMP3
17727,HOXC10
17728,UBE2D4
17729,PGA3
17730,SSX2B
17731,CDX4
17732,SMC3
17733,AK1
17734,CHST12
17735,L3MBTL3
17736,FTCDNL1
17737,RAF1
17738,JAG1
17739,ULBP1
17740,PCDHB4
17741,TSTD1
17742,C1orf123
17743,DDX60
17744,PIAS1
17745,PYGB
17746,CYP2S1
17747,NTN5
17748,CLIP2
17749,SMAP1
17750,FFAR4
17751,ORC1
17752,ROBO2
17753,NR2F2
17754,DHRS4L2
17755,AC012314.9
17756,MPV17L
17757,SLX4IP
17758,LRIT2
17759,MTIF3
17760,KRT86
17761,GLS
17762,CEP128
17763,ARHGAP19
17764,ZDHHC18
17765,DIRAS2
17766,ALG1L2
17767,TINF2
17768,RFWD2
17769,SLPI
17770,CAST
17771,RUNDC3B
17772,NLRP10
17773,BANF1
17774,CNGB1
17775,MARC1
17776,ANKRD10
17777,DNAJC25
17778,ZNF396
17779,WRNIP1
17780,ATAD3B
17781,MIR3610
17782,RALGAPB
17783,AC004381.6
17784,CREB3L2
17785,CNNM2
17786,BCL2L2
17787,THAP6
17788,GAL
17789,RP11-983G14.2
17790,HGH1
17791,SDR42E1
17792,CFI
17793,P2RX5-TAX1BP3
17794,PPP1R27
17795,GNG4
17796,TRGV3
17797,FAM9A
17798,SNX25
17799,LBP
17800,SH3BP5
17801,TPGS2
17802,TAS2R46
17803,PHB
17804,SRM
17805,HPS3
17806,SCGB1C2
17807,G6PC3
17808,HACD2
17809,GPR15
17810,BHLHE41
17811,OR6J1
17812,MIR7-1
17813,TMC2
17814,IQCD
17815,TBRG4
17816,LCN12
17817,PTGES2
17818,LGALS16
17819,SEC14L5
17820,EMCN
17821,MIR3615
17822,OR6C70
17823,FAM89A
17824,NHEJ1
17825,PNPLA2
17826,AARD
17827,AQP1
17828,PCDH9
17829,USP16
17830,PRR30
17831,PFDN5
17832,LONRF1
17833,ZNF526
17834,SYTL4
17835,GPR31
17836,FAM174A
17837,TRAV20
17838,MSLN
17839,CHRNA3
17840,PLEKHG6
17841,ZZZ3
17842,PCP4
17843,RP11-729L2.2
17844,FAM234A
17845,ZSWIM3
17846,ITLN1
17847,KYAT3
17848,FAM167A
17849,STRA8
17850,CEP70
17851,BSPH1
17852,ZNF574
17853,DHRS13
17854,DBNDD1
17855,ZKSCAN3
17856,IGLV7-46
17857,CTD-2192J16.24
17858,BASP1
17859,UBIAD1
17860,TRIM73
17861,DOK2
17862,FLJ22763
17863,POU3F2
17864,TMIGD1
17865,PLXNC1
17866,ZNF407
17867,C11orf53
17868,CFHR5
17869,ANGPTL1
17870,SOCS2
17871,TOMM6
17872,KCNQ5
17873,SEC24A
17874,ISG20L2
17875,PIK3R1
17876,ANKRD13D
17877,SYTL1
17878,RP4-533D7.6
17879,ZNF624
17880,SNAPC3
17881,RBSN
17882,ATP11C
17883,TDRKH
17884,CDKAL1
17885,MBTPS1
17886,SPATA3
17887,PDLIM3
17888,CYTH2
17889,TRIM28
17890,FGD2
17891,TMEM132E
17892,SLC1A4
17893,TMC7
17894,RGS13
17895,RAD54L2
17896,IPO7
17897,PGRMC1
17898,BZW1
17899,KDF1
17900,FAM216B
17901,NLRP13
17902,DFFB
17903,SUV39H2
17904,PRDM10
17905,AF011889.5
17906,MARK3
17907,ALG12
17908,STXBP3
17909,FBXO9
17910,ZNF202
