,gene_symbol
1637,RAB10
1638,SENP5
1639,ZNF268
1640,NCAPG2
1641,NASP
1642,ELP4
1643,TBC1D25
1644,NPIPB7
1645,KRTAP3-2
1646,EIF4EBP2
1647,DPP10
1648,RP11-1035H13.3
1649,DEK
1650,PFDN1
1651,MTRNR2L12
1652,RPS4X
1653,C4orf51
1654,EFNA2
1655,CDC42BPA
1656,TM4SF18
1657,MIR6845
1658,PPBP
1659,PEG10
1660,SLC25A15
1661,ZKSCAN7
1662,SEPSECS
1663,MFSD2A
1664,MXD3
1665,GPR78
1666,GRIK4
1667,DOCK6
1668,NPEPPS
1669,PDE7B
1670,ZNF669
1671,ARHGEF6
1672,PRPF4
1673,CAPS2
1674,ARHGEF19
1675,RCAN2
1676,CSF3R
1677,ASXL3
1678,RBM24
1679,COMP
1680,C6orf203
1681,KCNE5
1682,CLN6
1683,PANO1
1684,ADD3
1685,NUP155
1686,TSSK1B
1687,TRAPPC2
1688,PDE2A
1689,PSMA6
1690,TMEM184A
1691,SLC29A2
1692,KCNK7
1693,CREB1
1694,AC015688.3
1695,G0S2
1696,KBTBD2
1697,PSMD7
1698,PLEKHO1
1699,CLIP4
1700,HAGH
1701,ADH1B
1702,ADAT3
1703,CACNA1S
1704,KRTAP27-1
1705,RP11-298J23.10
1706,TRDD3
1707,RHOQ
1708,FGD5
1709,FBXO3
1710,NOL11
1711,CTC-487M23.8
1712,DRAXIN
1713,GNGT1
1714,ZBTB18
1715,TMEM94
1716,MAP2K5
1717,KCNA4
1718,ZNF343
1719,KAT2B
1720,IGLV4-60
1721,KRTAP10-6
1722,GAS6
1723,SLF2
1724,CHTF8
1725,TRBV2
1726,GPX8
1727,CEACAM3
1728,TAS2R30
1729,GALNT3
1730,PRLH
1731,CHRNA1
1732,FAM13B
1733,IGHD1-1
1734,AP000350.10
1735,HUS1
1736,ZNF14
1737,CDC42EP2
1738,DPRX
1739,MIB2
1740,HIF3A
1741,GDF5OS
1742,LGALS3BP
1743,KCNQ2
1744,KRR1
1745,PEX11A
1746,AC002310.13
1747,TMED3
1748,TRBV23OR9-2
1749,LACE1
1750,KRTAP5-7
1751,SLC27A5
1752,CYP4X1
1753,ULBP3
1754,MED28
1755,KHDRBS3
1756,GLIS2
1757,RAPGEFL1
1758,OR9I1
1759,CNKSR3
1760,IGFBP7
1761,ZP2
1762,RIMS3
1763,TFDP3
1764,SLC22A8
1765,CNOT1
1766,ADTRP
1767,RAB4A
1768,TFG
1769,TREX1
1770,HHIPL1
1771,TSC1
1772,NHP2
1773,MAPK8
1774,AC011043.2
1775,FAM126B
1776,GOLGA8H
1777,HIPK4
1778,KRT74
1779,PDCD5
1780,MON2
1781,PRSS3
1782,NREP
1783,HYPM
1784,RIT1
1785,SNRPG
1786,FBXO36
1787,PRAMEF15
1788,SSR4
1789,TMEM89
1790,LONRF3
1791,AHSG
1792,LRRC69
1793,PNPT1
1794,ZNF165
1795,SMYD5
1796,FAM71E2
1797,IL9
1798,SYCE3
1799,NAA50
1800,OR5AS1
1801,RHOXF2
1802,MEIG1
1803,LSM7
1804,VEGFC
1805,TMIGD2
1806,SRMS
1807,JAK3
1808,SLC15A5
1809,MIR8085
1810,CFC1
1811,NDUFB10
1812,MPLKIP
1813,TRMT5
1814,GPR61
1815,WDR31
1816,MUC6
1817,IL36B
1818,PRKD3
1819,APOC3
1820,ZNF444
1821,CLCN6
1822,MIR7108
1823,SNAPC1
1824,PRF1
1825,ARHGEF9
1826,ACTL7A
1827,NKAPL
1828,PPIC
1829,GRM3
1830,IFNA14
1831,UACA
1832,IFI27
1833,PRR22
1834,RP13-512J5.1
1835,ATAD1
1836,SRGAP3
1837,GDF15
1838,SLAIN2
1839,E2F4
1840,IGHV1-58
1841,PPEF2
1842,NAPSA
1843,MIEN1
1844,ZFX
1845,NPIPB5
1846,RGS17
1847,CYP4A22
1848,TAOK1
1849,PDZK1
1850,KCTD6
1851,TCTA
1852,IGLV1-36
1853,MED24
1854,GUCY1A3
1855,URB2
1856,SH3BGR
1857,H2BFM
1858,TMX2-CTNND1
1859,EDAR
1860,DEFB121
1861,DRC3
1862,TMEM65
1863,GALNT13
1864,CFAP206
1865,CPNE2
1866,PPIA
1867,CERS1
1868,EYA1
1869,ERLEC1
1870,RAB39B
1871,KIAA1143
1872,UCN2
1873,TATDN2
1874,IHH
1875,C1orf185
1876,GPAT2
1877,LRFN4
1878,CDX2
1879,RBM34
1880,CRYGA
1881,DAP3
1882,ACOX3
1883,ALG9
1884,FAM53C
1885,TMED2
1886,RP11-77K12.1
1887,STARD3NL
1888,DCTN5
1889,BBS7
1890,TCF23
1891,SEBOX
1892,NYAP1
1893,ACVR1
1894,SOX17
1895,HSPB2-C11orf52
1896,GDPD4
1897,SLC25A36
1898,VASH2
1899,OR52H1
1900,OTUD5
1901,SNX10
1902,TECPR1
1903,ZNF703
1904,IP6K1
1905,DASS-312M4.10
1906,TRAV12-1
1907,FAM208B
1908,SLC6A5
1909,C15orf40
1910,ALG11
1911,CHIC1
1912,RBM10
1913,ACBD6
1914,PPIL2
1915,CENPBD1
1916,EMX1
1917,MCTS1
1918,SHC1
1919,SLC23A2
1920,RTCA
1921,LYPD6
1922,DEFA1
1923,SGTB
1924,SNRPB2
1925,FATE1
1926,PTK7
1927,INTU
1928,SMAD2
1929,CERK
1930,MRPL24
1931,RNF24
1932,AC011530.4
1933,TP53INP2
1934,MUC12
1935,FAM72C
1936,SLFN12
1937,ZNF706
1938,TMC4
1939,SIPA1L2
1940,EDNRB
1941,ZMAT2
1942,GOLGA6L4
1943,CNOT2
1944,KIF3C
1945,VAMP1
1946,ACE
1947,NTMT1
1948,TMX4
1949,NUP62CL
1950,CTD-2207O23.3
1951,MAPK3
1952,IGKV2-24
1953,POLD3
1954,GNMT
1955,TDRD6
1956,BX004987.1
1957,MIR6890
1958,IGLV3-1
1959,PCDHGA3
1960,TLN1
1961,SH3D21
1962,REXO4
1963,KCTD16
1964,TMED9
1965,RNF141
1966,HNRNPA1L2
1967,CTD-2410N18.5
1968,LPL
1969,SLC25A51
1970,CABP1
1971,CACNG8
1972,KCNJ5
1973,CYP2J2
1974,LRRC6
1975,MCFD2
1976,PWP2
1977,PPP1R2
1978,PCK1
1979,RHOC
1980,TAGLN3
1981,HPCA
1982,IL4
1983,PTDSS2
1984,KIF4A
1985,ZNF233
1986,SMO
1987,C5orf52
1988,ZNF438
1989,GCNT3
1990,GGT2
1991,LYZL6
1992,SPICE1
1993,ALDH8A1
1994,ARHGAP32
1995,ZNF417
1996,HERC6
1997,APOBEC2
1998,C10orf105
1999,TMEM127
2000,CXorf57
2001,COMTD1
2002,PSMC4
2003,AKR1D1
2004,SLC6A11
2005,SLC9A8
2006,RAB7B
2007,IGHV7-81
2008,COX6B1
2009,GPR22
2010,CNTN1
2011,ACER3
2012,ARHGAP18
2013,DBH
2014,TRBV7-7
2015,GLCCI1
2016,TNFRSF6B
2017,RGSL1
2018,MDGA1
2019,ERCC6L
2020,CDK9
2021,COL1A2
2022,ST8SIA2
2023,HLA-A
2024,PRRC2C
2025,CCDC25
2026,PAK3
2027,ABTB2
2028,WDR20
2029,HSD17B4
2030,ITGA9
2031,MPDU1
2032,FAM69A
2033,SLIT3
2034,MIR4649
2035,CTD-2587H24.4
2036,TLN2
2037,VPS16
2038,TRAF6
2039,FANCM
2040,MAPRE1
2041,SPIN2B
2042,VWCE
2043,PUM1
2044,ZNF516
2045,FOXO3
2046,RFX6
2047,RNASE8
2048,CD69
2049,KRTAP20-2
2050,FAM3D
2051,UFC1
2052,PRSS56
2053,ANTXR2
2054,CORO7-PAM16
2055,TAF10
2056,GNAT3
2057,UQCRFS1
2058,NTN4
2059,CILP
2060,CNPY4
2061,TMEM199
2062,SNX33
2063,ZNF587
2064,C16orf82
2065,ING1
2066,PRPF38B
2067,ACVR1C
2068,WDR78
2069,SUPT3H
2070,IGF1
2071,CTD-3222D19.2
2072,PRDX1
2073,ST6GALNAC5
2074,NWD2
2075,CRLS1
2076,ARHGEF3
2077,FER1L5
2078,CYGB
2079,SCAMP2
2080,ZFPL1
2081,DPEP2
2082,SPAG11B
2083,UBE2NL
2084,HAO1
2085,RPS21
2086,C19orf84
2087,FAM173A
2088,FAM19A3
2089,TTC4
2090,OR2T33
2091,HPS1
2092,IRF4
2093,CD38
2094,MFRP
2095,ARID5A
2096,CASP6
2097,SMIM20
2098,CTSZ
2099,SLC22A9
2100,MEX3D
2101,ZNF682
2102,ZNF540
2103,ACADS
2104,ZFYVE26
2105,TTK
2106,PIF1
2107,TBATA
2108,MMP21
2109,XKR5
2110,RNF125
2111,TDG
2112,DEPDC5
2113,ANGPTL2
2114,SERPINB6
2115,CHCHD6
2116,CNTN6
2117,CRBN
2118,SPAM1
2119,MTFR1
2120,RPL11
2121,KERA
2122,PYCARD
2123,ISL1
2124,SLC25A12
2125,RAD21
2126,AIFM3
2127,MAMDC2
2128,ATF7
2129,FBXO34
2130,SPDYE3
2131,TUSC2
2132,METTL7B
2133,CD70
2134,UFM1
2135,AAK1
2136,OR2AG1
2137,GSK3B
2138,C14orf159
2139,TSHZ1
2140,ZDHHC3
2141,AFP
2142,MIR4721
2143,KIF2B
2144,RHOH
2145,STAMBPL1
2146,KHDRBS2
2147,LTB
2148,SLC45A2
2149,AMACR
2150,KNG1
2151,ATP7B
2152,C6orf229
2153,TLX3
2154,UROS
2155,CTC-490E21.12
2156,KIR3DS1
2157,SNX30
2158,LIG4
2159,SF1
2160,SMYD1
2161,GALNS
2162,BOD1L2
2163,BANP
2164,PINX1
2165,KIR2DS5
2166,OR2H1
2167,GALNT4
2168,XXbac-BPG32J3.19
2169,LRRC10B
2170,SLC1A3
2171,CRIP2
2172,AP1G2
2173,CYP11A1
2174,TG
2175,INSM2
2176,DDX27
2177,INMT-MINDY4
2178,NUDT22
2179,ROBO1
2180,LYSMD4
2181,MFN1
2182,BRMS1L
2183,MLF2
2184,NDST2
2185,AMY2A
2186,CCAR1
2187,CH17-262H11.1
2188,PPP1R26
2189,SHISA4
2190,PROM2
2191,EIF3F
2192,MRAP2
2193,ARMC9
2194,NRM
2195,CSGALNACT1
2196,SFTPA1
2197,ZNF384
2198,PPP1R3E
2199,SSC4D
2200,ALG13
2201,TCTN1
2202,FAM200B
2203,PPFIA2
2204,ABCD2
2205,PET100
2206,GLRA1
2207,SCO2
2208,STK3
2209,ANKRD12
2210,KRTAP1-3
2211,EPS8L1
2212,ZNF425
2213,TAP1
2214,OR1I1
2215,FANCG
2216,RP11-49K24.6
2217,SDK1
2218,TM9SF3
2219,RNASE11
2220,BRI3
2221,DNAI2
2222,BANF2
2223,UFD1L
2224,MOSPD2
2225,AMER1
2226,MAN1B1
2227,FAM26F
2228,PPP2R5C
2229,TISP43
2230,ZNF33A
2231,RP11-106M3.5
2232,VWA3B
2233,ABHD16B
2234,OSER1
2235,MYBPC2
2236,ZC3H11A
2237,CNKSR1
2238,APOH
2239,PCDHGC4
2240,RP4-614O4.11
2241,RGS12
2242,U2AF1
2243,UBTFL1
2244,CNTNAP4
2245,AGFG1
2246,KLHDC1
2247,TREM1
2248,ZNF214
2249,KIF11
2250,PDIA4
2251,ZHX2
2252,KRTAP1-4
2253,PACSIN2
2254,CYC1
2255,SPDYE2
2256,PSMB9
2257,BRICD5
2258,PHF19
2259,IDS
2260,KLHL26
2261,ZBTB7B
2262,BCAT2
2263,MS4A14
2264,CXorf38
2265,OR10J1
2266,SLC29A3
2267,UBE2Q1
2268,TAOK2
2269,GPR88
2270,NUP214
2271,HERC2
2272,SEMA3C
2273,MT1F
2274,GJA9
2275,GRM4
2276,MRPL38
2277,LAD1
2278,HDHD5
2279,SLC2A10
2280,FFAR3
2281,PDCD1
2282,UAP1
2283,ZNF227
2284,TRMO
2285,LMO1
2286,SRCAP
2287,BAIAP3
2288,SLC7A11
2289,ADCY1
2290,SLC25A37
2291,MCCD1
2292,RPGRIP1
2293,VN1R1
2294,ASCC2
2295,TRAJ33
2296,LHFPL5
2297,PEX6
2298,CFAP43
2299,HIST1H1T
2300,WDFY1
2301,RPS27L
2302,HSPBAP1
2303,MRPS33
2304,TMEM141
2305,IL1R1
2306,NOL9
2307,SMPD2
2308,SLC31A1
2309,TAX1BP1
2310,SLC25A27
2311,RUFY1
2312,ADM
2313,NPIPB4
2314,SAG
2315,ABHD10
2316,MAP4K1
2317,CT47A8
2318,KLHL35
2319,GPR162
2320,FAM149A
2321,NUP205
2322,TRBJ2-3
2323,CREG2
2324,KRCC1
2325,SETD2
2326,DSTYK
2327,ANKFY1
2328,NUDT4
2329,OR51F2
2330,SESN3
2331,CT45A2
2332,CCDC77
2333,IGHD1OR15-1B
2334,OR9A2
2335,PALM2-AKAP2
2336,NTRK1
2337,VPS29
2338,PITPNM3
2339,HIST1H2BF
2340,PRDM6
2341,MIR224
2342,AC002429.5
2343,METTL15
2344,DHRS7B
2345,CRTC2
2346,NUDT1
2347,E2F6
2348,MIR7706
2349,LRTOMT
2350,ABHD6
2351,TET3
2352,TNNI2
2353,PPP1CA
2354,MRPS18B
2355,CTD-2574D22.6
2356,RNGTT
2357,FEV
2358,TAL2
2359,RP11-152F13.10
2360,GMPR2
2361,SELPLG
2362,PANK3
2363,COX7B2
2364,LINC01556
2365,KRTAP19-2
2366,DUSP22
2367,LAS1L
2368,TUBB8
2369,RASL10A
2370,KRTAP4-8
2371,ZNF746
2372,AMPD2
2373,FETUB
2374,DCST1
2375,CENPA
2376,USP11
2377,CCDC83
2378,GFY
2379,CCDC149
2380,VSIG1
2381,METTL10
2382,COL9A1
2383,NSMCE4A
2384,CCDC120
2385,MIR330
2386,CYP4B1
2387,OR6C4
2388,TECRL
2389,PRAMEF14
2390,GTF2I
2391,TAF5
2392,DUSP6
2393,SLC6A2
2394,CLCNKB
2395,KMT2E
2396,TFE3
2397,ZNF697
2398,KCNH5
2399,KIRREL
2400,HFM1
2401,FERMT3
2402,B3GAT1
2403,DCTN4
2404,RLF
2405,FDXACB1
2406,WNT5A
2407,C5orf22
2408,CECR2
2409,PKMYT1
2410,TTR
2411,WEE1
2412,PTMS
2413,C5orf38
2414,ZNF385B
2415,OR52K2
2416,NAPG
2417,NBPF4
2418,ABCA1
2419,SGF29
2420,RFC3
2421,RPL7
2422,VCL
2423,CFAP69
2424,METTL2B
2425,MPHOSPH8
2426,CRYBG3
2427,OR3A3
2428,MPP4
2429,SPP1
2430,RWDD1
2431,KRT75
2432,EGF
2433,TH
2434,IL4I1
2435,SLC22A11
2436,SHC3
2437,PCDH8
2438,PRKRA
2439,DOC2A
2440,IST1
2441,AC007325.2
2442,FAM160A2
2443,LSM10
2444,GDPD5
2445,FRMD7
2446,HACD4
2447,MIR7704
2448,PHEX
2449,ABC7-42404400C24.1
2450,NR3C2
2451,PDE4A
2452,FAM193B
2453,ZNF467
2454,ALKBH1
2455,NPRL3
2456,TRDN
2457,RBBP6
2458,IGLV3-21
2459,HBE1
2460,CTXN3
2461,FICD
2462,CBY1
2463,TYRP1
2464,TEX26
2465,CIB3
2466,ANP32D
2467,EIF5A2
2468,PSMC3
2469,DEFB131
2470,GAS1
2471,UPK2
2472,MED20
2473,HPS4
2474,SMURF2
2475,DNAJC15
2476,ZBED6
2477,HHIP
2478,TBC1D9B
2479,HNRNPK
2480,PPP4R3A
2481,BDKRB1
2482,EFCAB9
2483,BEX3
2484,SLC1A5
2485,SMIM4
2486,DNAH8
2487,NAB1
2488,C18orf25
2489,ATP2B1
2490,CCR7
2491,RNF152
2492,OR2M5
2493,TMEM251
2494,DCAF6
2495,RP11-574F21.3
2496,SRRM5
2497,MDM2
2498,MLC1
2499,TM6SF2
2500,CHIA
2501,APOA2
2502,ZFAND5
2503,MSRB3
2504,MIR6878
2505,AES
2506,AP3S1
2507,FAM110A
2508,HIST3H3
2509,ZXDC
2510,MON1A
2511,RBM23
2512,CA9
2513,ANXA2R
2514,CLC
2515,HS3ST3B1
2516,USP39
2517,STEAP1
2518,UNC13C
2519,SLC30A6
2520,DDN
2521,SPG11
2522,CEP126
2523,GGCX
2524,MYLK3
2525,COA6
2526,PCGF2
2527,DVL3
2528,ZNF410
2529,CCDC127
2530,SYS1-DBNDD2
2531,CTD-2278I10.6
2532,FABP2
2533,TMEM163
2534,OR5H2
2535,CSMD2
2536,BEND6
2537,TEPP
2538,STRADA
2539,HS2ST1
2540,RPL26L1
2541,IGHD5-18
2542,GABRG2
2543,GPR119
2544,CARD18
2545,ACTRT1
2546,KRTAP12-3
2547,GPX7
2548,PCDHB10
2549,TMEM101
2550,DCAF16
2551,LGALS7
2552,TBC1D16
2553,FAM151B
2554,PLA2G7
2555,HIGD1B
2556,KATNBL1
2557,LUC7L
2558,GINM1
2559,TRAM1
2560,LRRTM4
2561,PYROXD1
2562,EIF2S1
2563,TRIM7
2564,RAPSN
2565,VKORC1L1
2566,ODC1
2567,RGL2
2568,TMED1
2569,TAT
2570,RIN1
2571,RXFP4
2572,IMP4
2573,TYMP
2574,RBM6
2575,PPP3R2
2576,EXOSC7
2577,TRBJ2-5
2578,DNAJC12
2579,OR5H14
2580,RPL23A
2581,ITPKA
2582,TMEM164
2583,DHRS7
2584,CAMK2N2
2585,NAT8L
2586,CTDSP2
2587,GPRIN1
2588,IGF2R
2589,KCTD19
2590,PROS1
2591,TINAG
2592,SCCPDH
2593,ZNF275
2594,AATF
2595,NAT1
2596,KIF18A
2597,SLC6A3
2598,MCCC1
2599,BAIAP2L2
2600,AXL
2601,GSTA3
2602,UBAP2
2603,CGB2
2604,XPNPEP1
2605,NKX2-2
2606,ETFRF1
2607,SH2D5
2608,ANGEL2
2609,RREB1
2610,PYURF
2611,TANC1
2612,TCEAL7
2613,PANK1
2614,ZNF428
2615,ATXN1L
2616,GABRR3
2617,FNDC10
2618,VPS8
2619,ZFP69
2620,MIR423
2621,HILPDA
2622,SLC13A2
2623,NAF1
2624,FGFBP1
2625,SPATC1L
2626,OR1G1
2627,MRPL20
2628,CRTC3
2629,IL17RE
2630,TBX15
2631,FAM83H-AS1
2632,UBA7
2633,ARHGAP1
2634,MPO
2635,INSR
2636,PPP1R9A
2637,MIR3940
2638,KHDC1L
2639,GPR75
2640,RNF103
2641,NIM1K
2642,RAB26
2643,PICALM
2644,CLUH
2645,SIX3
2646,KRT71
2647,IGHV5-51
2648,GREB1
2649,EME1
2650,ANXA3
2651,PIGB
2652,SLC33A1
2653,CKB
2654,NPPC
2655,NCF2
2656,CREBRF
2657,ACSL5
2658,ZNRF2
2659,RUNX2
2660,THEM6
2661,MS4A1
2662,SLC4A11
2663,NUTM1
2664,C9orf64
2665,ERRFI1
2666,WASF1
2667,GPR141
2668,CAPN5
2669,PAM16
2670,PCDHB12
2671,CAMK2A
2672,POTEH
2673,GNPTG
2674,KCNK9
2675,KCNV1
2676,MIR6847
2677,PTH2R
2678,KRT23
2679,C19orf24
2680,ZFR
2681,ZNF488
2682,GEMIN2
2683,VSTM1
2684,GLTPD2
2685,NLRP5
2686,IL10RB
2687,FGD4
2688,RP11-350J20.13
2689,GPR107
2690,LECT2
2691,STX16-NPEPL1
2692,MT-CYB
2693,RSL1D1
2694,TCF7L1
2695,MAG
2696,HEATR6
2697,OR1J4
2698,NSD1
2699,PRDM12
2700,RBMX2
2701,TBL1X
2702,EIF3B
2703,ARHGAP9
2704,ARRDC3
2705,FIBCD1
2706,SMOC2
2707,ANXA13
2708,BX248413.1
2709,RP3-468K18.7
2710,MCRIP2
2711,ATP5H
2712,ZNF841
2713,ZNF747
2714,USP19
2715,CYSLTR1
2716,FREM1
2717,MED10
2718,GLT1D1
2719,ZNF418
2720,IL1F10
2721,ARHGAP30
2722,ZNF366
2723,CLSTN3
2724,NTF4
2725,SNN
2726,RPS28
2727,DCLRE1B
2728,TMEM45A
2729,ATP2A2
2730,RUVBL1
2731,UBAC2
2732,FOXD4L4
2733,AMOT
2734,GPD1
2735,TFRC
2736,CDH24
2737,ZNF852
2738,KCNH3
2739,SP4
2740,RTF1
2741,GOLGA8K
2742,MAST4
2743,DMTF1
2744,LINC00633
2745,ZNF460
2746,CXCL1
2747,TAGLN
2748,TSPYL2
2749,CTD-2140B24.4
2750,RIOX1
2751,LACTB
2752,TM9SF2
2753,CH507-9B2.1
2754,CYFIP2
2755,TRIM8
2756,CFAP45
2757,ZNF544
2758,SNX20
2759,TCF25
2760,ZNRD1
2761,TAS2R40
2762,SAMD7
2763,LCE1A
2764,C1orf131
2765,CENPJ
2766,STT3B
2767,CYP4A11
2768,BNIP2
2769,PEX14
2770,THOP1
2771,VARS
2772,NPAS1
2773,RP11-437B10.1
2774,MAN1A1
2775,RCBTB1
2776,OR5AK2
2777,UBE2L5P
2778,LYG2
2779,WDSUB1
2780,SCAF1
2781,AC136616.2
2782,TGFBI
2783,TMEM214
2784,SPATA31D1
2785,UBTD1
2786,NAA40
2787,C16orf58
2788,GNRH1
2789,RPRD2
2790,SHOX
2791,HIP1
2792,AKAP10
2793,STX8
2794,TUBG1
2795,FOXJ1
2796,OR1Q1
2797,PRSS42
2798,POP4
2799,C1R
2800,RARRES1
2801,KAT14
2802,LOXL4
2803,FLCN
2804,GDPGP1
2805,NKIRAS1
2806,COX6B2
2807,PPIL1
2808,ANKRD27
2809,AADAT
2810,HOXA2
2811,B3GALT4
2812,YRDC
2813,TIMM22
2814,FAM49A
2815,ABCG1
2816,DAW1
2817,ZNF280D
2818,KIR2DP1
2819,HPDL
2820,PIM2
2821,OCIAD2
2822,MAPK1IP1L
2823,WDR46
2824,BRF2
2825,FAM177A1
2826,STIL
2827,MOB2
2828,MS4A5
2829,UBN1
2830,NRAP
2831,TSC22D4
2832,INTS3
2833,KLKB1
2834,ESD
2835,PDDC1
2836,NEFM
2837,ZNF530
2838,FAM20A
2839,SRSF4
2840,TCF15
2841,GSKIP
2842,ZNF721
2843,RP11-701H24.10
2844,STPG2
2845,NELFA
2846,OPRK1
2847,AEBP1
2848,BTG1
2849,SCYL3
2850,FZD3
2851,TMEM88
2852,MIR6733
2853,KISS1R
2854,CENPN
2855,CRACR2A
2856,SEC23IP
2857,HOXB8
2858,RP11-96L14.7
2859,ORAI3
2860,SETMAR
2861,MTURN
2862,RDH11
2863,OR1A2
2864,CEP78
2865,PRAMEF18
2866,HES1
2867,DDB2
2868,TWNK
2869,PLA2G5
2870,SEPT8
2871,TLL2
2872,TRAV9-2
2873,MIR4647
2874,VSX2
2875,SPINT1
2876,SKOR2
2877,KCMF1
2878,CT47A2
2879,ZEB1
2880,GNAZ
2881,LRRC9
2882,STON1-GTF2A1L
2883,PTPN4
2884,CD74
2885,EPDR1
2886,NPIPA8
2887,THBS1
2888,SNX11
2889,SCEL
2890,LA16c-306E5.2
2891,NPM2
2892,MDC1
2893,ILK
2894,AC006486.9
2895,ZBTB40
2896,TXN
2897,NCKAP1L
2898,GARNL3
2899,SEPT11
2900,TRAJ42
2901,CCL8
2902,SKA2
2903,KPNA7
2904,CMKLR1
2905,COL6A3
2906,DHX30
2907,CAPRIN1
2908,UPK1A
2909,CSAD
2910,PCNP
2911,GREM1
2912,PCDH19
2913,ALDH3A1
2914,GML
2915,NR5A1
2916,NFATC2IP
2917,ZNF664
2918,TRMT2B
2919,RAB36
2920,DHX15
2921,AXDND1
2922,CLEC1B
2923,OAZ3
2924,FBLL1
2925,CPPED1
2926,EXOSC1
2927,ZNF17
2928,TMPRSS11A
2929,ADAM7
2930,UBE2R2
2931,PSG11
2932,F2RL3
2933,IGHV3-66
2934,NEDD9
2935,RHAG
2936,NEDD8-MDP1
2937,TPST2
2938,FMR1
2939,RXFP2
2940,CLEC18C
2941,ZBTB43
2942,NDUFA9
2943,TMED6
2944,AEN
2945,KRTAP9-8
2946,PGP
2947,GFER
2948,KRTAP4-3
2949,UXS1
2950,RASGRP1
2951,FABP3
2952,PAOX
2953,PDE6B
2954,CHRNB3
2955,MXRA5
2956,RP11-345J4.3
2957,RALGAPA2
2958,LYVE1
2959,EDARADD
2960,UBXN2B
2961,RIBC2
2962,RIT2
2963,ITPRIPL1
2964,HOXA4
2965,OR6K3
2966,CFAP126
2967,GABRA6
2968,DDX47
2969,TRIM61
2970,RWDD2A
2971,MIR6849
2972,OSBPL3
2973,PSME3
2974,CBR1
2975,AK8
2976,NEUROD1
2977,OGFR
2978,TRAF4
2979,DAMA-236L13.20
2980,GALNT10
2981,PAPOLG
2982,SMC5
2983,ASIC2
2984,SULT1C3
2985,TNNI1
2986,KDR
2987,MIR6758
2988,TRIM71
2989,OR6C6
2990,ABI3
2991,FCGRT
2992,CNTFR
2993,ATAD3C
2994,ADAMTSL2
2995,ANAPC11
2996,RP11-343C2.7
2997,MIR4722
2998,IL36A
2999,SPAG16
3000,CD36
3001,USP7
3002,STAG1
3003,GALP
3004,CBS
3005,ZCCHC7
3006,MFNG
3007,KRT38
3008,TIMP2
3009,ZBTB20
3010,ZNF324
3011,ZNF548
3012,RPA4
3013,RASGRP4
3014,IL12A
3015,MVD
3016,CDC14B
3017,FRMD1
3018,FCF1
3019,TMEM254
3020,OR4F6
3021,IQCF2
3022,KCND3
3023,GNLY
3024,DLX5
3025,PRIM1
3026,LEPROT
3027,PPP3CC
3028,RP11-566K11.2
3029,C15orf65
3030,OR52N2
3031,SLC10A6
3032,VSTM4
3033,ERBIN
3034,PM20D1
3035,PAPPA2
3036,EFCC1
3037,RALA
3038,VGLL2
3039,P2RX1
3040,MS4A4A
3041,RP11-360D2.1
3042,MS4A13
3043,BRD3
3044,LRRC2
3045,NLRC5
3046,CT45A5
3047,TCF7
3048,SMCP
3049,IGKV1D-13
3050,WDR24
3051,C1orf194
3052,FAM169A
3053,STARD9
3054,MRPL13
3055,TSPYL4
3056,MYNN
3057,GLOD4
3058,TBC1D22B
3059,ZNF609
3060,MECP2
3061,NLGN3
3062,OR5AC2
3063,LGALS12
3064,SMARCC1
3065,TRHDE
3066,P2RY6
3067,RP11-219A15.1
3068,MED22
3069,HKDC1
3070,FAM222A
3071,RP11-77K12.7
3072,DDX24
3073,GIMAP4
3074,THOC6
3075,LRRC72
3076,TCP11X2
3077,CTSF
3078,RAI1
3079,VCX
3080,RCN1
3081,CTD-2369P2.12
3082,ZWILCH
3083,SF3B3
3084,DAZL
3085,NEURL3
3086,RPS24
3087,PSMB8
3088,ASPA
3089,SLC28A1
3090,JAKMIP1
3091,ZNF132
3092,KRTAP9-2
3093,RRM1
3094,DPYSL4
3095,OR5M10
3096,FOS
3097,STK32B
3098,SLC18A1
3099,SPTB
3100,SLC17A2
3101,WFDC11
3102,PAPOLA
3103,MYO1E
3104,PSMA7
3105,SF3A1
3106,SLC5A9
3107,RSRC2
3108,ENY2
3109,LGALS4
3110,BMS1
3111,ELOA3B
3112,ZNF177
3113,ITPR2
3114,RP1-317E23.6
3115,HLA-DMB
3116,PARS2
3117,POLR2C
3118,C7orf61
3119,CTAG2
3120,MILR1
3121,VCAM1
3122,NR2E3
3123,FAM81B
3124,TM2D3
3125,POLR2G
3126,TBR1
3127,SMARCA2
3128,FBXO16
3129,PHC2
3130,THAP3
3131,CRY1
3132,UBE2C
3133,SLC26A5
3134,TMPO
3135,ILKAP
3136,QRICH2
3137,TMEM56-RWDD3
3138,PABPC1L2A
3139,RP11-872D17.8
3140,FBP2
3141,ADGRF3
3142,C12orf54
3143,SLC45A4
3144,SGSM2
3145,PRKDC
3146,PFN4
3147,DCHS2
3148,OR1K1
3149,IL25
3150,ADORA3
3151,JMJD1C
3152,DPF3
3153,MFSD14A
3154,KRTAP10-3
3155,COQ6
3156,MYC
3157,SIGLEC11
3158,P3H3
3159,TPTE
3160,ARHGAP31
3161,NINJ1
3162,MIR711
3163,CCR5
3164,ZNF487
3165,RP11-190A12.7
3166,MEIOB
3167,IL20
3168,DEAF1
3169,FABP9
